Move,Freq,AC,Type,Roll,Dmg. Type,Range,Special Effect
Ally Switch,Scene x2,/,Psychic,,Status,"3, 1 Target, Trigger","Ally Switch may be declared when an Enemy hits an Attack as a Standard Action + Reaction. The user chooses one willing ally within 3 meters; the Target and the user switch places. If the ally was a Target of an Attack, the user is now the Target; If the user was a Target of an Attack, the ally is now the Target. "
Amnesia,EOT,/,Psychic,,Status,"Self, Versatile","The user gains +2 CS in Special Defense and is cured of a Mental Affliction"
Barrier,Scene x2,/,Psychic,,Status,"6, Trigger, Versatile","Choose 6 Unoccupied Spaces within the Range of this Attack to create Blocking Terrain in, such that all 6 Spaces are Adjacent to at least one other Blocking Terrain. Blocking Terrain created this way is [Breakable - Fragile]. Barrier may also be used as a Standard Action + Reaction when an Enemy uses a Ranged 1-Target or Line Attack, in which you must place the Terrain in a way to block the Line of Sight for that Attack."
Calm Mind,EOT,/,Psychic,,Status,"Self, Versatile","Choose two different Effects to apply to the user: The user gains +2 CS in Special Attack. The user gains +2 CS in Special Defense. The user is cured of a Mental Affliction"
Cognition Strike,EOT,5,Psychic,1d8+8 ,Phys,"6, 1 Target","Double Strike."
Confusion,At-Will,3,Psychic,1d8+8 ,Spec,"6, 1 Target","On a roll of 19+, the Target becomes Dazed. If the Target has a Mental Affliction this has the Sureshot Keyword."
Cosmic Power,EOT,/,Psychic,,Status,"Self, Versatile","The user gains +2 CS to a Stat of their choice. If the user is in Space Terrain or Mystical Weather, they may instead choose two different Stats to gain +2 CS in."
Dream Eater,Scene x2,2,Psychic,3d8+10 ,Spec,"3, 1 Target","Dream Eater can only Target a Combatant that is Drowsy.  Drain, Sureshot."
Dream Illusion,Scene x2,/,Psychic,,Status,"4, 1 Target","Dream Illusion may only Target a Drowsy Combatant. Choose an Attack from the Target’s Attack List. The Target Pokemon then immediately uses that Attack on Target(s) of your choosing without expending frequency or their Actions. Sureshot."
Eerie Spell,EOT,4,Psychic,2d8+10 ,Spec,"6, 1 Target","If the Target has a Mental Affliction other than Disabled, they have a random Attack Disabled."
Esper Wing,EOT,5,Psychic,2d6+10 ,Spec,"Melee, Pass","The Critical Hit Range for this Attack is extended for each Positive CS in the user’s Special Attack and Special Defense Stat."
Expanding Force,Scene x2,5,Psychic,2d8+10 ,Spec,"Burst 1, Full Action, Groundsource ","If the Field is affected by an Psychic Attack or the Weather is Mystical, Expanding Force may increase its Burst Range by up to +2. Smite"
Extrasensory,EOT,2,Psychic,2d8+10 ,Spec,"3, 1 Target","Sureshot."
Force Dash,EOT,2,Psychic,2d6+8 ,Phys,"Melee, 1 Target, Dash","On a roll of 17+, the Target becomes Dazed. If the Dash Keyword is Activated, Force Dash has the Pass Keyword."
Force Punch,At-Will,3,Psychic,2d8+10 ,Phys,"Melee, 1 Target, Punch","On a roll of 17+, the Target becomes Dazed."
Future Sight,Scene x2,/,Psychic,3d12+10 ,Spec,"10, 1 Target, Priority","Future Sight must be declared as a Priority Action at the start of a Round, choosing the Target but not resolving the Attack. At the end of the Round, the Attack is resolved, even if the user is Fainted. If the Target would faint between then, this Attack does not resolve. Sureshot "
Gravity,Scene x2,5,Psychic,,Status,"Burst 3, Versatile","All Targets become Slowed. While Slowed this way, they cannot use the Flier Capability and Ground Type Immunity as a result of the Flying Type is ignored, being treated as Neutral Effectiveness instead. Friendly."
Guard Split,Scene x2,/,Psychic,,Status,"3, 1 Target","The Target's Defense and Special Defense CS are set to half their current CS Value (Rounded Down). Sureshot"
Guard Swap,Scene x2,/,Psychic,,Status,"5, 1 Target, Swift Action","The user and the Target trade CS values for the Defense Stat, and then for the Special Defense Stat. Sureshot."
Heal Block,EOT,4,Psychic,,Status,"6, 1 Target, Versatile","The Target gains a Heal Mark. Combatants with a Heal Mark cannot restore Hit Points or Temporary Hit Points from any source."
Heal Pulse,Scene x2,/,Psychic,,Status,"6m, 1 Target, Aura, Healing, Versatile","The Target restores 5 Ticks of Hit Points. If the Weather is Mystical, this may also be used as if it were Burst 1."
Heart Stamp,EOT,2,Psychic,2d6+8 ,Phys,"Melee, 1 Target","On a roll of 17+, the Target becomes Entranced. If the Target is Entranced, this has the Sureshot Keyword."
Hypnosis,Scene x2,5,Psychic,,Status,"4, 1 Target, Versatile","On a Hit, the Target becomes Drowsy. If the Target is Adjacent to the user, instead of an Accuracy Check you may perform an opposed Focus Check and if you succeed, they're hit by this Attack."
Imprison,Scene x2,/,Psychic,,Status,"3, 1 Target, Versatile","The Target becomes Trapped and Suppressed. Sureshot."
Instruct,Scene x2,/,Psychic,,Status,"Melee, 1 Target, Full Action","The Target immediately reuses the attack it performed last, ignoring frequency, as a Reaction. They may choose new Targets for the Attack. Instruct may not be used if the Target's last Attack was a Set-Up Attack, a Trigger Attack, or Instruct."
Kinesis,Scene x2,/,Psychic,,Status,"3, 1 Target, Trigger","Kinesis can only be used as a Swift Action + Reaction if the user or an Ally within 3m is about to be hit by a 1-Target Ranged Attack. The Triggering Attack receives an Accuracy Penalty equal to double your Tier Level. This may cause the Attack to miss instead. Sureshot."
Light Screen,Scene x2,/,Psychic,,Status,"Blessing, Versatile","Blessing – Any user affected by Light Screen may activate it as a Free Action when receiving Special Damage to resist the Damage one step. Light Screen may be Activated 2 times, and then disappears."
Lumina Crash,EOT,6,Psychic,2d8+10 ,Spec,"Close Blast 2","Lower the Targets’ Special Defense by -2 CS. On a hit and roll of 18+, Targets become Blinded until the end of their next Turn. Spirit Surge"
Magic Coat,Scene x2,/,Psychic,,Status,"Melee, 1 Target or Self; Coat","The Target gains a Magic Coat. Status Attacks that target Combatants with a Magic Coat suffer a -6 Penalty to Accuracy. The Magic Coat can be expended as a Reaction when hit with a Special Attack to reduce it by one damage step."
Magic Powder,Scene x2,4,Psychic,,Status,"6, Ranged Blast 2, Hazard, Versatile","All Targets hit by this Attack become have a -2 Penalty to their next Save Check.Powder Hazards may then be set on the spaces in the range of this Attack until the end of the next Round. Whenever an Enemy triggers this Hazard they get a -2 Penalty to their next Save Check. 

Powder Hazard - Whenever an Enemy passes through or ends their turn on a Powder Hazard the Effect listed is applied. Users with the Breathless Capability ignore this Hazard."
Magic Room,Scene,/,Psychic,,Status,"Field, Versatile","The area becomes Magical until you Faint. While Magical, all Save Checks suffer a -2 Modifier and whenever a Mental Affliction is gained it cannot be cured by the afflicted combatant's next Save Check."
Meditate,Scene x2,/,Psychic,,Status,"Self, Full Action, Healing; or Self, Movement Action, Healing","The user is cured of all Mental Afflictions if used as a Full Action. If used as a Movement Action the user is cured of a single Mental Affliction."
Mental Boost,Scene x2,/,Psychic,,Status,"Self, Full Action","The user gains +3 CS in Special Attack or Special Defense. This cannot be used if the user has a Mental Affliction"
Migraine,Scene,5,Psychic,3d8+10 ,Spec,"6, 1 Target","On a roll of 15+, the Target becomes Dazed. If the Target has a Mental Affliction, this Effect Range automatically Triggers. Spirit Surge."
Mind Crush,Scene x2,5,Psychic,2d8+10 ,Phys,"10, 1 Target","For every Mental Affliction the Target has, add +4 to Mind Crush's Damage Base (Max DB 20)"
Mind Flay,Scene x2,5,Psychic,3d12+10 ,Phys,"8, 1 Target","Mind Flay is a Critical Hit on a roll of 18+. This is extended by +2 if the Target has a Mental Affliction. Smite"
Miracle Eye,Scene x2,/,Psychic,,Status,"Self, Movement Action","Until the end of the user's Turn, they ignore Special Evasion and whenever they use a Psychic Attack against a Dark Type Pokemon, it is treated as Neutral Effectiveness instead of Immune."
Mirror Coat,Scene x2,/,Psychic,,Status,"6, 1 Target, Trigger","Mirror Coat can only be used as a Standard Action + Reaction whenever you’re hit with a Damaging Special Attack from an Enemy in Range. After the Triggering Attack is resolved, if the user isn’t Fainted, perform this Attack against the Triggering Enemy. The Damage Base is equal to the Triggering Attack’s DB plus double your Tier Level. Sureshot"
Mystical Overload,Scene,5,Psychic,2d6+8 ,Spec,"Burst 1, Recoil 1/2, Set-Up","Charge Effect: If the user is below 50% Hit Points or has a Mental Affliction, they gain an additional Charge Token
Resolution Effect: For each Charge Token Expended, add +1 to the Burst Range or +2 to the DB. Smite"
Power Link,EOT,/,Psychic,,Status,"2, 1 Target","Power Link can only be used as a Reaction whenever an Ally within 2m hits a Damaging Attack. You may choose to either apply your corresponding Offensive Stat towards the Damage Calculations of that Attack instead of its user or grant it a Damage Bonus equal to your Tier Value. "
Power Split,Scene x2,/,Psychic,,Status,"3, 1 Target","The Target's Attack and Special Attack CS are set to half their current CS Value (Rounded Down). Sureshot"
Power Swap,Scene x2,/,Psychic,,Status,"5, 1 Target, Swift Action","The user and the Target trade CS values for the Attack Stat, and then for the Special Attack Stat. Sureshot."
Power Trick,Scene x2,/,Psychic,,Status,"Self, Swift Action","The user's Attack stat and Defense stat or Special Attack and Special Defense are switched for the remainder of the encounter, or until the user is switched out or Fainted."
Psionic Boost,EOT,/,Psychic,,Status,"Self, Versatile","The user gains a Psionic Coat. The user may expend a Psionic Coat when successfully hitting an Psychic Damaging Attack to add its Damage Dice an extra time to the Damage Roll. This applies after any other Damage Base Modifiers such as a Critical Hit. 
Note: If the Damage Base would have the Attack be 2d6+8, this expended Coat turns it into 4d6+16. "
Psionic Bash,EOT,3,Psychic,2d10+10 ,Phys,"Melee, 1 Target, Dash","Psionic Bash may use either Attack or Special Attack as the Offensive Stat. If the Dash Keyword is Activated, this may also choose to use the higher of the the user's Defense or Special Defense as if it were the Offensive Stat. "
Psionic Surge,Scene x2,/,Psychic,,Status,"Blessing, Versatile, Weather","Blessing - Any user affected by Psionic Surge may activate it as a Free Action when using a Psychic Type Damaging Attack to grant it the Smite Keyword. If the Attack hits, it hits, it is also increased by one damage step. (Max 1.5x Effectiveness). Psionic Surge may be Activated 3 times and then disappears. While this Blessing persists, the Weather becomes Mystical."
Psybeam,At-Will,3,Psychic,2d6+10 ,Spec,"6, 1 Target","On a roll of 18+, the Target becomes Dazed. Smite"
Psy Bolt,At-Will,3,Psychic,1d8+6 ,Phys,"6, 1 Target","On a roll of 18+, the Target becomes Dazed. Smite"
Psychic,EOT,4,Psychic,2d10+10 ,Spec,"5, 1 Target","On a roll of 15+, the Target loses -2 CS in Special Defense. Slide 2. Spirit Surge. *Grants Telekinetic. "
Psychic Fangs,EOT,3,Psychic,2d10+10 ,Phys,"Melee, 1 Target, Bite","The Target cannot activate any Reactions or Blessings against this Attack."
Psychic Noise,EOT,5,Psychic,2d6+10 ,Spec,"5, 1 Target or Close Blast 2; Sonic","Until the end of their next Turn, Targets hit by this Attack cannot gain Combat Stages."
Psychic Storm,Scene x2,/,Psychic,,Status,"Field, Versatile, Weather","The Field becomes Psionic for the next 5 Rounds. While the Field is Psionic, non Psychic Type Enemies lose a Tick of Hit Points at the start of their Turn and Psychic Type Pokemon gain a Tick of Temporary Hit Points at the start of their Turn. While the Field is Psionic, the Weather becomes Mystical."
Psychic Terrain,Scene x2,/,Psychic,,Status,"Field, Versatile, Weather","The field becomes Weird for the next 5 Rounds. While the field is Weird, Priority Attacks and Reaction Attacks cannot be Triggered, and Psychic Type attacks ignore Speed Evasion. While the Field is Weird, the Weather may become Mystical."
Psycho Boost,Scene,6,Psychic,4d10+10 ,Spec,"8, Ranged Blast 3, Full Action, Reckless","After Damage Calculations, lower the Offensive Stat used for this Attack by -2 CS. Smite"
Psycho Cut,EOT,3,Psychic,2d6+10 ,Phys,"6, 1 Target","Psycho Cut is a Critical Hit on a roll of 18+."
Psycho Shift,Scene x2,/,Psychic,,Status,"6, 1 Target, Healing","The user is cured of a Status Affliction and the Target is given that Status Affliction. Psycho Shift can only be used if the Target does not have the bestowed Affliction and is not Immune to it. Sureshot."
Psycho Slash,Scene x2,6,Psychic,3d10+10 ,Phys,"Melee, Pass, Dash","Psycho Slash is a Critical Hit on a roll of 18+. If the Dash Keyword is Activated, this has the Sureshot Keyword."
Psyshock,At-Will,4,Psychic,2d8+10 ,Spec,"4, 1 Target","During Damage Calculations, Targets hit by this Attack use their Defense instead of Special Defense when subtracting from the Damage Roll. "
Psywave,EOT,5,Psychic,,Spec,"Close Blast 2 or Burst 1","X is equal to 3 + double your Tier Level. Slide 1 (Away)"
Reflect,Scene x2,/,Psychic,,Status,"Blessing, Versatile","Blessing – Any user affected by Reflect may activate it as a Free Action when receiving Physical Damage to resist the Damage one step. Reflect may be Activated 2 times, and then disappears."
Rest,Scene x2,/,Psychic,,Status,"Self, Healing","The user becomes Drowsy and is cured of all of their other Afflictions. When the Drowsy Affliction is cured, the user restores 5 Ticks of Hit Points. If the user was Drowsy for at least two of their Turns, they instead are reset to Full HP. This cannot be used if the user is Immune to the Drowsy Affliction. "
