Move,Freq,AC,Type,Roll,Dmg. Type,Range,Special Effect
Shadow Snare,EOT,5,Dark,2d8+10 ,Spec,"3, 1 Target","The Target becomes Trapped. If the Weather is Foggy, Shadow Snare has the Sureshot Keyword."
Shadow Strike,EOT,3,Dark,2d6+8 ,Spec,"Melee, 1 Target","If the Weather is Foggy, Shadow Strike has a damage base of 10 and the Target cannot apply Speed Evasion against this Attack."
Shadow Veil,Scene x2,/,Dark,,Status,"Blessing, Versatile","Blessing – Any user affected by Shadow Veil may activate it as a Free Action when they’re Targeted by an Attack. The Attacker suffers a -3 Penalty to its Accuracy Roll. If the Weather is Foggy, this instead becomes a -6 Penalty. Shadow Veil may be Activated 2 times, and then disappears."
Siphon Life,Scene x2,5,Dark,2d8+10 ,Spec,"4, 1 Target ","Drain. "
Snarl_pte,At-Will,5,Dark,1d8+8 ,Spec,"Close Blast 2, Sonic","This Attack may also be used as a Full Action to perform a Command or Intimidate Check. For each success, Targets apply -1 less Evasion against this Attack. "
Snatch_pte,Scene x2,/,Dark,,Status,"Self, Trigger","Snatch can only be used as a Reaction whenever an Enemy within 2m uses an Attack with the Self Range. You also gain the benefits of the Triggering Attack. If used as a Standard Action + Reaction, the Enemy does not gain the benefits of the Triggering Attack as well."
Sucker Punch_pte,At-Will,3,Dark,2d6+10 ,Phys,"Melee, 1 Target, Priority, Trigger, Punch","Whenever you’re targeted with an Attack by an Adjacent Enemy, you may use a Standard Action + Reaction to use this Attack. This Attack resolves before the Triggering Attack. If the Triggering Enemy were to faint, their Attack does not resolve. "
Switcheroo_pte,EOT,2,Dark,,Status,"Melee, 1 Target, Versatile","You and the Target are cured of all Status Affliction. Then, the Target is inflicted with all Status Afflictions you were cured of. You are then inflicted with all Status Afflictions that the Target was cured of, if any."
Taunt_pte,EOT,/,Dark,,Status,"4, 1 Target, Social, Versatile","The Target becomes Provoked by you until the end of their next Turn. If they’re already Provoked by you or have been in this Scene, you may instead cause them to become Enraged. Sureshot."
Thief_pte,At-Will,3,Dark,2d6+8 ,Phys,"Melee, 1 Target","You may perform a Disarm Maneuver against the Target as a Free Action. If an Item is disarmed and the user has an empty Inventory Slot, they may add it to their Inventory after Damage Calculations."
Throat Chop_pte,EOT,3,Dark,2d8+10 ,Phys,"Melee, 1 Target","The Target cannot use Attacks with the Sonic keyword until the end of their next Turn."
Topsy-Turvy_pte,Scene x2,6,Dark,,Status,"Burst 2","The user and all Combatants hit by this Attack lose -4 CS in Stats that they have Positive CS in and gain +4 CS in Stats that they have Negative CS in. Any Combatants that this Attack misses instead lose -2 CS in Stats they have Positive CS in. Spirit Surge."
Torment_pte,Scene x2,5,Dark,,Status,"8, 1 Target, Social, Versatile","The Target becomes Suppressed. If this Attack hits, while Suppressed this way, the user cannot cure Mental Afflictions while they're within 3m of the user. Spirit Surge."
Umbral Assault,At-Will,3,Dark,1d8+6 ,Spec,"Melee, 1 Target","Double Strike."
Ancestral Fury,EOT,6,Dragon,2d8+10 ,Phys,"Close Blast 2 ","Ancestral Fury is a Critical Hit on a roll of 18+. This Crit Range is increased by +2 if the user is Enraged or Provoked. After Damage Calculations the user may become Enraged. Spirit Surge."
Breaking Swipe_pte,EOT,5,Dragon,2d6+8 ,Phys,"Close Blast 2","On a roll of 18+, all Targets become Wounded. Smite"
Breath Blast,EOT,5,Dragon,2d6+8 ,Spec,"6, Ranged Blast 2","On a roll of 18+, all Targets become Paralyzed. Smite"
Clanging Scales_pte,Scene x2,6,Dragon,3d10+10 ,Spec,"6, 1 Target or Burst 1, Sonic","The user may add half their Defense Stat to Clanging Scale's Damage Roll. After Damage Calculations, if they do, the user loses -2 CS in Defense."
Clangorous Soul_pte,Scene,/,Dragon,,Status,"Burst 3, Full Action; or Burst 3","The user gains +2 CS in each Stat and all Allies within the range of this Attack gain +1 CS to a Stat of their Choice. This Attack can only be used as a Full Action or as a Standard Action + Reaction upon falling below 50% of their Max Hit Points. If used as a Reaction, the user also gains 2 Ticks of Temporary Hit Points. "
Draco Meteor_pte,Scene,6,Dragon,3d8+10 ,Spec,"10, Ranged Bast 2, Set-Up","Charge Effect: No Effect 
Resolution Effect: You may select a Range for this Attack a number of times equal to the expended Charge Tokens and it Targets all Combatants in these Ranges. These Ranges cannot overlap and an Enemy cannot be Targeted more than once this way. Smite"
Draconic Aura,Scene x2,/,Dragon,,Status,"Blessing, Versatile","Blessing - Any user affected by Draconic Aura may activate it as a Free Action when using a Dragon Type Damaging Attack to grant it the Smite Keyword. If the Attack hits, it hits, it is also increased by one damage step. (Max 1.5x Effectiveness). Draconic Aura may be Activated 3 times and then disappears. "
Draconic Roar,EOT,6,Dragon,,Status,"Burst 2, Sonic, Versatile","Choose a Stat the Target has Positive CS in. They lose -3 CS in that Stat. On a 15+, all you may choose any number of Targets hit to become Provoked by you until the end of their next Turn. Friendly"
Dragon Axe,Scene x2,4,Dragon,3d8+10 ,Phys,"Melee, 1 Target","On Even rolls, the Target becomes Wounded. On Odd rolls, the Target becomes Vulnerable until the end of the Round. Spirit Surge."
Dragon Breath_pte,At-Will,3,Dragon,1d8+6 ,Spec,"6, 1 Target or Line 3","On a roll of 18+, the Target becomes Paralyzed. If this is used as a Line 3 Range, the AC becomes 5."
Dragon Claw_pte,At-Will,3,Dragon,2d8+10 ,Phys,"Melee, 1 Target","If the Target is suffering from a Physical Affliction or has negative Defense Combat Stages, this Attack is treated as one step more Effective but cannot surpass 1.5x Effectiveness. Its Damage Effectiveness can only be increased this way once per Scene per Target."
Dragon Dance_pte,At-Will,/,Dragon,,Status,"Self, Versatile","The user gains +2 CS in Attack. The user is cured of one Physical Affliction."
Dragon Darts_pte,EOT,6,Dragon,1d8+8 ,Phys,"6, 1 Target; or 6, 2 Targets","If this Attack is used as a 1 Target, it has the Double Strike Keyword and has an AC of 4."
Dragon Dash_pte,At-Will,2,Dragon,1d8+6 ,Phys,"Melee, 1 Target, Dash","If the Dash Keyword is Activated, increase the Slide by +2. Slide 2 (Away)"
Dragon Force,Scene x2,5,Dragon,,Status,"Melee, 1 Target, Versatile","The Target loses -3 CS in Defense and Special Defense and you may remove any Coats applied to them. If this Attack hits, they also become Weakened until the end of their next Turn. Spirit Surge."
Dragon Hammer_pte,EOT,6,Dragon,2d10+10 ,Phys,"Melee, 1 Target; or Line 3","If the Target's size is Small, this Attack is treated as one step more Effective but cannot surpass 1.5x Effectiveness. Its Damage Effectiveness can only be increased this way once per Scene per Target. If this is used as a Melee Attack it has the Smite Keyword."
Dragon Pulse_pte,EOT,4,Dragon,2d10+10 ,Spec,"8, 1 Target, Aura","If the Target has negative CS in Special Defense this Attack is treated as one step more Effective but cannot surpass 1.5x Effectiveness. Its Damage Effectiveness can only be increased this way once per Scene per Target."
Dragon Rage_pte,EOT,/,Dragon,,Status,"Self, Swift Action","The user becomes Enraged. If the user is already Enraged, their next Damaging Attack gains the Smite Keyword. This may be used even if the user is Enraged, ignoring its effects. "
Dragon Rush_pte,Scene x2,3,Dragon,3d8+10 ,Phys,"Melee, 1 Target, Dash","If the Dash Keyword is Activated, this Attack ignores Positive CS in Defense. Slide 3 (Away), Smite."
Dragon Spirit,At-Will,/,Dragon,,Status,"Self, Versatile","The user gains +2 CS in Special Attack. The user is cured of one Mental Affliction."
Dragon Tail_pte,EOT,3,Dragon,2d6+10 ,Phys,"Melee, 1 Target","You may perform a Trip Maneuver against the Target as a Free Action. The Maneuver automatically hits but you still need to perform the Opposed Check. "
Dual Chop_pte,EOT,3,Dragon,1d8+8 ,Phys,"Melee, 1 Target","Double Strike. "
Fickle Beam_pte,Scene x2,7,Dragon,2d6+8 ,Spec,"6, 1 Target or 6, 3 Targets","If this Attack has only one Target, it has the Five Strike Keyword and an AC of 4."
Glaive Rush_pte,Scene x2,5,Dragon,3d12+10 ,Phys,"Melee, Pass, Dash, Reckless","On a roll of 15+, the Target becomes Wounded. After Damage Resolution, if the Dash Keyword wasn't Activated, the user is Vulnerable against the next Attack to target them."
Imposing Stare,Scene x2,/,Dragon,,Status,"Close Blast 3, Social, Versatile","The user may perform a Terrorize Maneuver against all Targets as a Free Action. When used this way, the AC becomes 2. All Targets who fail the Opposed Check also become Trapped and during their next Turn their Damaging Attacks are resisted by an additional damage step. Friendly, Sureshot."
Mystic Aura,Scene x2,5,Dragon,2d10+10 ,Spec,"Burst 1, Aura","This Attack does not damage allies. All allies within a Burst 3 of the user gain a +3 bonus to their next Save Check. If the Weather is Mystical, this has the Sureshot Keyword."
Outrage_pte,Scene x2,6,Dragon,3d12+10 ,Phys,"Melee, All Adjacent Enemies, Full Action, Reckless","After Damage Calculations the user becomes Enraged. If the user was Provoked by one of the Targets, this Attack is one more step Effective against them. Smite"
Primal Storm,Scene x2,/,Dragon,,Status,"Field, Versatile","The Field becomes Primal for the next 5 Rounds. While the Field is Primal, non Dragon Type Enemies lose a Tick of Hit Points at the start of their Turn and Dargon Type Pokemon gain a Tick of Temporary Hit Points at the start of their Turn."
Primal Energy,Scene x2,/,Dragon,,Status,"Burst 1 or Self; Set-Up","Charge Effect: At the end of your Turn if you didn’t use a Damaging Attack, gain an additional Charge Token
Resolution Effect: For each Charge Token expended, choose a Target to gain +1 CS in a Stat of your choice. You cannot choose the same Target more than twice unless the only Target is the user. "
Rending Swipe,Scene x2,4,Dragon,2d8+10 ,Phys,"Melee, 1 Target","On Even rolls, the Target becomes Wounded. On Odd rolls, the Target’s Defense is set to -2 CS. If the user is Enraged, this has the Spirit Surge Keyword."
Scale Shield,Scene,/,Dragon,,Status,"Self, Shield, Trigger","If the user is hit by an Attack, the user may use Scale Shield as a Standard Action + Reaction. The user and all Adjacent Targets resist the Attack by an additional Damage Step. Additionally the Triggering Attack is treated as having the Recoil 1/2 Keyword. "
Scale Shot_pte,EOT,4,Dragon,1d8+6 ,Phys,"6, 1 Target","If Scale Shot hits at least 4 times, the Target becomes Wounded. Five Strike"
Scorched Earth_pte,Scene,7,Dragon,3d10+10 ,Spec,"Close Blast 3 or Line 6; Full Action, Hazard","On a roll of 17+, all Targets become Burned. Scorched Earth creates Fire Hazards in all Spaces within the Range of this Attack. Smite, Spirit Surge.

Fire Hazards - Any Combatant who ends their turn on or moves through a Fire Hazard becomes Burned. Ground and Rock Type Pokemon  are immune to Fire Hazards and destroy them when Moving through them. Ground, Rock, and Water Type Attacks that affect these Spaces also destroy these Hazards. "
Scorching Breath,EOT,4,Dragon,2d10+10 ,Spec,"6, 1 Target","On a roll of 18+, the Target becomes Burned. This Attack may be used as a Full Action to use it as if it were a Fire Type Attack instead or treat its Range as if it were Close Blast 2."
Spitfire,At-Will,3,Dragon,1d8+6 ,Spec,"4, 1 Target","On a roll of 18+, the Target becomes Burned. This Attack may be used as a Full Action to use it as if it were a Fire Type Attack instead."
Twister_pte,EOT,5,Dragon,2d6+8 ,Spec,"6, Ranged Blast 2","You may choose to destroy all Hazards within the range of this Attack. This Attack is treated as one step more Effective against Targets with the Flier Capability, but cannot surpass 1.5x Effectiveness. "
Aura Wheel_pte,Scene x2,5,Electric,3d8+10 ,Phys,"Melee, Pass, Dash","If the Dash Keyword is Activated, a Coat may be removed from each Target hit by this Attack. If the user is in Hangry Mode, Aura Wheel is Dark Typed."
Bolt Beak_pte,EOT,3,Electric,2d10+10 ,Phys,"Melee, 1 Target","If the Target is Paralyzed or the Weather is Thunderstorm, the Target cannot apply Physical Evasion against this Attack."
Charge_pte,EOT,/,Electric,,Status,"Self, Versatile","The user gains a Charged Coat. The user may expend a Charge Coat when successfully hitting an Electric Damaging Attack to add its Damage Dice an extra time to the Damage Roll. This applies after any other Damage Base Modifiers such as a Critical Hit. 
Note: If the Damage Base would have the Attack be 2d6+8, this expended Coat turns it into 4d6+16. "
Charge Beam_pte,EOT,5,Electric,1d8+6 ,Spec,"Line 3, Full Action","The user gains +1 CS in Special Attack. Spirit Surge"
Charged Spikes,Scene x2,/,Electric,,Status,"Self, Trigger","Charged Spikes can only be used as a Reaction whenever you’re hit with a Melee Attack. The Triggering Attack gains the Recoil ⅓ Keyword. If the Triggering Attack was a Super Effective, they also become Paralyzed."
Charged Velocity,Scene x2,/,Electric,,Status,"Self, Versatile","The user gains +2 CS in Attack, Special Attack or Speed. They then may use a Sprint or Disengage Maneuver as a Free Action."
Discharge_pte,EOT,6,Electric,2d8+10 ,Spec,"Burst X, Set-Up","Charge Effect: You may use the Resolution Effect this Turn if desired, ignoring the Set-Up Keyword. 
Resolution Effect: X is equal to 1 plus the number of Charge Tokens expended (Or any lesser value). Targets become Paralyzed on a 18+. This gains the Smite Keyword if at least 2 Charge Counters are expended this way. "
Eerie Impulse_pte,EOT,5,Electric,,Status,"Burst 1, Versatile","All Targets have their Special Attack lowered by -3 CS. When this Attack hits, all Targets also become Dazed. Friendly, Spirit Surge. *Grants Glow"
Electric Terrain_pte,Scene x2,/,Electric,,Status,"Field, Versatile, Weather","The field becomes Electrified for the next 5 Rounds. While the field is Electrified, grounded Combatants are immune to Drowsy, and Electric Type attacks ignore Speed Evasion. While the Field is Electrified, the Weather may become Thunderstorm. "
Electrify_pte,Scene x2,6,Electric,,Status,"Burst 2, Coat, Versatile","The Target gains an Electrified Coat. While the combatant is Electrified, all Electric Type Damaging Attacks that would miss the combatant instead deal Smite Damage or hit if the Attack has the Smite Keyword already. Whenever the combatant would be hit by an Electric Type Damaging Attack with an Effect Range that causes Paralysis, the Attacker may expend this Coat to trigger that Effect Range. Friendly."
Electro Ball_pte,EOT,3,Electric,2d6+8 ,Spec,"10, 1 Target","Electro Ball may use the user's Speed Stat as an Offensive Stat instead of their Special Attack."
Electro Burst,Scene x2,6,Electric,,Status,"Burst 2, Versatile","All Targets become Paralyzed. If they're already Paralyzed, they instead become Dazed. If this Attack misses, their Movement Value is halved during their next Turn. Spirit Surge"
Electro Shot_pte,Scene,4,Electric,2d8+10 ,Spec,"Line X, Set-Up","Charge Effect: If the Weather is Sandstorm, you cannot use this Charge Effect. If the Weather is Thunderstorm, you instead gain 2 Charge Tokens. 
Resolution Effect: X is equal to 4 plus the number of Charge Tokens you expend. This Attack’s Damage Base is increased by +2 for each Charge Token you expend. Smite"
Electroweb_pte,EOT,5,Electric,2d6+8 ,Spec,"6, Ranged Blast 2","If this Attack misses all Targets, you may place Web Hazards in all spaces within the Range of this Attack. Enemies that Trigger this Web Hazard become Paralyzed. 

Web Hazard - Spaces with Web Hazards are treated as Slow Terrain. Whenever an Enemy passes through or ends their turn on a Web Hazard, they have their Speed lowered by -3 CS."
Energy Bomb,Scene,5,Electric,,Spec,"Burst 2, Recoil 1/2, Set-Up","Charge Effect: No Effect. Whenever you end your Turn with a Charge Counter from this Attack, you lose a Tick of Hit Points.
Resolution Effect: X is equal to your expended Charge Tokens multiplied by 5, then add +5. Smite"
Gigavolt,Scene x2,5,Electric,3d8+10 ,Phys,"Close Blast 3, Full Action, Recoil 1/3, Reckless","Gigavolt cannot miss Paralyzed Targets. If the Weather is Thunderstorm, the Recoil Keyword is ignored. Smite"
